2,12,7,9,13,15,3,14,9,8,12,7,9,9,1,2,59
11,11,1,11,4,13,5,11,7,5,5,5,2,9,15,6,60
10,13,1,11,5,7,1,5,14,4,15,4,2,7,0,1,61
10,1,2,11,7,15,1,9,10,14,10,9,7,5,12,12,62
9,5,15,15,9,9,15,1,13,5,5,3,12,3,0,6,63
12,6,12,13,7,6,6,11,15,9,2,8,2,12,7,15,0
6,4,14,14,2,9,9,7,3,2,15,11,8,10,10,14,1
6,0,15,13,2,5,10,12,12,7,1,10,8,3,7,4,2
4,6,11,5,14,7,11,2,7,8,14,8,9,12,6,11,3
8,5,14,4,2,5,8,15,1,8,3,8,15,2,15,5,4
7,5,5,13,10,8,1,0,4,6,10,3,1,2,4,10,5
13,6,2,7,4,2,6,9,14,2,7,3,10,13,11,14,6
7,1,9,11,15,5,13,12,1,5,1,7,10,4,10,4,7
9,2,12,5,3,3,15,6,4,2,13,12,2,0,1,15,8
0,15,13,1,14,7,3,14,1,1,10,6,6,9,2,15,9
5,5,15,7,5,12,11,5,13,3,7,9,4,3,11,8,10
2,13,10,14,7,5,1,14,9,1,6,4,8,13,10,7,11
10,8,2,8,11,7,15,8,15,12,14,12,14,12,5,4,12
0,4,7,9,9,7,11,5,8,2,10,0,9,13,6,1,13
8,0,15,14,12,13,6,6,0,12,3,11,2,0,13,10,14
10,10,9,10,11,8,13,0,2,3,14,12,0,1,10,7,15
2,10,6,1,13,12,0,10,2,10,5,6,4,2,5,0,16
10,12,11,12,3,1,6,14,9,6,1,15,13,11,7,1,17
10,3,13,6,8,5,3,9,9,6,7,10,4,10,10,12,18
0,4,15,0,3,13,0,11,15,7,5,15,8,11,5,0,19
2,5,6,6,13,2,4,2,5,7,7,3,4,10,13,11,20
4,4,11,7,12,8,4,8,11,4,6,15,15,8,15,1,21
3,0,2,6,7,13,7,6,8,2,1,5,3,11,13,2,22
11,8,2,13,10,8,3,6,4,10,7,5,4,6,15,9,23
9,8,1,14,3,14,9,0,12,8,11,5,8,12,14,2,24
8,11,0,12,0,9,6,15,2,7,12,9,7,5,10,14,25
15,3,14,13,11,13,7,6,14,0,4,12,13,4,9,13,26
3,5,5,14,0,15,8,8,10,8,15,7,14,4,13,12,27
15,0,4,8,7,3,13,3,1,5,10,9,6,10,8,7,28
5,10,5,8,2,5,2,15,4,6,2,1,7,3,7,13,29
8,8,5,4,0,10,5,7,1,5,5,12,3,11,11,3,30
14,11,4,13,8,3,12,7,6,13,8,1,5,1,15,10,31
8,4,11,15,15,14,2,3,8,4,2,6,8,12,4,9,32
10,8,5,4,2,12,9,6,11,1,7,5,12,0,5,5,33
7,11,13,8,8,9,15,6,15,13,5,15,9,4,13,12,34
3,11,14,0,11,4,3,14,12,14,11,7,9,6,10,12,35
10,14,13,4,10,1,6,15,10,0,3,14,6,15,12,12,36
8,3,3,2,15,11,1,8,4,14,11,0,8,12,3,8,37
6,5,1,11,1,10,10,0,10,3,5,9,15,5,7,11,38
9,10,8,11,0,11,15,5,15,15,5,5,9,8,6,6,39
10,6,10,4,11,12,9,1,2,7,13,5,3,8,9,11,40
3,7,7,10,3,1,1,2,12,15,13,5,7,14,3,6,41
14,6,4,7,4,9,7,9,15,10,14,14,4,3,5,15,42
13,5,2,2,7,5,2,13,7,3,13,9,3,5,8,6,43
13,2,5,0,11,7,9,11,13,7,8,3,3,5,12,13,44
15,7,14,14,0,0,10,1,2,3,3,13,15,14,6,14,45
2,12,5,15,7,5,0,4,11,11,8,14,5,15,13,9,46
14,6,10,4,8,10,6,14,5,0,3,1,9,12,1,14,47
9,13,5,14,5,4,8,14,10,6,9,14,7,6,12,1,48
1,12,0,13,15,6,12,6,1,2,11,13,6,15,3,0,49
1,2,11,4,5,3,4,0,11,4,3,8,12,0,11,11,50
11,3,9,14,3,8,14,13,14,8,8,2,7,4,8,10,51
10,15,5,3,2,7,4,12,0,6,0,13,5,14,4,0,52
4,15,0,10,6,2,10,2,4,7,5,10,2,3,15,12,53
7,3,5,9,14,4,4,13,3,3,8,7,4,15,3,1,54
12,0,15,6,15,2,0,8,10,8,3,11,10,9,1,10,55
1,0,13,2,15,4,10,6,12,9,8,9,0,9,9,14,56
10,7,13,0,2,5,15,1,8,4,9,6,11,0,0,9,57
3,4,7,0,0,2,14,7,8,7,3,14,0,11,0,7,58
3,15,7,11,14,15,5,0,6,7,11,6,9,9,4,15,59
8,10,15,13,4,14,7,12,5,7,5,8,3,8,15,6,60
11,13,2,9,5,6,1,9,15,4,12,3,0,5,11,0,61
7,5,0,9,5,14,1,8,8,14,11,9,8,5,12,10,62
9,6,1,15,8,10,1,1,13,8,6,2,13,1,15,7,63
13,7,13,0,7,12,4,9,14,6,3,9,2,12,8,2,0
8,3,12,14,0,8,10,8,3,2,15,10,9,7,9,14,1
7,2,12,14,3,5,14,15,11,7,0,11,8,1,8,7,2
1,7,12,5,13,11,8,2,7,4,0,8,4,15,5,12,3
5,6,12,4,3,4,5,0,1,8,3,11,15,3,14,0,4
6,6,7,12,11,7,1,14,7,5,8,2,6,4,5,12,5
13,10,2,7,3,3,5,11,0,2,6,2,12,12,9,10,6
7,15,9,11,0,3,14,12,0,5,1,7,7,3,10,5,7
9,1,13,7,6,4,15,10,5,15,11,12,3,1,15,15,8
2,15,13,3,13,4,2,13,1,0,11,5,6,9,1,1,9
4,1,15,5,7,11,12,7,11,3,7,12,5,3,10,10,10
2,13,10,13,8,4,14,14,12,1,4,4,8,12,9,6,11
8,9,1,10,11,4,13,5,0,13,12,10,12,12,4,6,12
13,3,5,6,11,8,13,4,9,3,9,1,11,13,7,1,13
6,15,15,2,11,12,8,6,2,13,5,10,3,1,10,11,14
8,15,8,11,11,5,14,1,1,6,13,10,0,15,11,9,15
15,7,5,15,14,12,0,10,0,8,2,6,7,6,7,12,16
10,1,11,12,4,2,6,15,10,4,13,15,12,12,7,15,17
12,3,13,5,5,7,3,9,10,8,7,11,5,8,10,13,18
15,4,14,1,2,14,14,14,15,7,5,15,10,13,5,1,19
0,5,4,6,13,1,5,0,4,5,7,2,7,10,8,6,20
3,2,10,7,12,10,3,9,12,2,3,14,15,8,3,1,21
6,0,2,5,10,0,7,6,9,1,15,3,4,12,12,2,22
11,8,3,10,12,9,3,5,5,9,6,8,4,7,2,11,23
7,8,1,14,3,14,12,0,12,8,11,6,6,12,14,3,24
6,9,0,13,0,9,6,10,2,8,10,10,7,5,8,14,25
15,14,14,12,13,11,6,6,14,0,4,13,12,5,10,14,26
5,6,6,0,0,1,7,9,12,10,15,7,14,5,12,13,27
15,14,3,9,6,6,15,3,3,4,8,7,4,9,8,5,28
8,10,6,8,2,2,1,14,5,3,4,3,6,5,7,10,29
12,10,4,2,14,11,4,14,1,3,7,11,5,9,13,4,30
13,10,4,0,9,4,14,8,8,14,8,14,5,1,15,13,31
11,2,12,15,13,15,2,5,8,7,4,4,8,14,3,7,32
9,7,6,6,0,12,11,6,10,0,8,3,12,14,2,5,33
7,10,15,12,9,12,0,4,0,0,2,15,10,3,14,13,34
3,11,0,13,13,3,2,14,11,13,10,8,7,8,8,10,35
13,3,15,7,10,13,5,0,10,1,6,2,9,1,11,11,36
7,1,3,1,13,8,2,11,3,12,11,0,8,14,15,8,37
5,3,2,11,1,12,8,1,13,2,4,9,1,3,7,9,38
11,12,6,11,15,11,9,7,11,15,5,4,9,9,4,5,39
8,8,8,4,9,12,7,14,1,11,12,5,0,12,7,11,40
2,5,7,10,3,1,3,3,10,14,13,5,7,0,4,7,41
1,6,2,11,5,9,6,6,14,8,14,14,3,6,6,15,42
13,2,4,1,6,7,2,14,7,4,11,9,5,5,8,8,43
13,0,5,14,13,6,9,11,13,7,6,8,4,5,12,10,44
0,3,1,14,13,3,10,1,5,4,2,14,12,13,7,14,45
2,9,6,0,7,6,0,7,13,11,9,14,10,15,15,8,46
13,2,12,3,8,11,3,14,6,4,1,14,12,12,2,0,47
9,12,5,15,5,5,9,14,12,5,8,1,6,8,9,0,48
1,10,1,11,15,7,10,6,3,0,11,13,8,15,5,0,49
0,3,11,5,6,3,5,1,9,3,1,8,13,15,10,13,50
12,1,6,13,3,8,12,14,13,9,8,0,10,5,9,13,51
10,15,7,4,1,7,3,0,15,4,1,12,4,12,5,15,52
6,15,14,12,6,2,10,4,4,9,7,13,4,2,13,10,53
6,6,4,10,13,3,3,14,2,3,8,6,6,13,2,2,54
15,0,15,4,15,0,15,6,8,8,3,9,12,6,1,11,55
1,13,13,3,15,4,11,7,10,10,6,8,0,9,7,13,56
10,7,1,1,6,7,15,15,8,4,9,8,10,0,0,10,57
2,5,7,0,2,1,15,6,8,7,4,14,15,14,14,9,58
1,13,10,10,14,15,5,12,8,7,10,6,9,9,2,0,59
8,9,15,13,4,11,8,12,6,7,6,6,2,7,1,6,60
12,15,3,8,5,7,1,9,0,4,15,2,0,4,14,15,61
12,3,1,13,6,13,1,9,10,14,11,10,3,5,10,13,62
10,6,1,15,9,10,14,1,13,8,4,3,10,2,0,8,63
12,5,14,14,5,6,4,0,15,8,5,7,3,12,7,15,0
8,1,1,13,15,10,7,8,3,2,15,11,8,5,8,13,1
7,2,15,14,3,5,11,12,12,7,13,11,10,3,8,2,2
2,4,10,6,13,10,6,2,6,5,0,6,11,15,6,14,3
7,3,13,3,3,7,8,15,1,8,2,11,0,2,13,2,4
7,7,2,11,11,5,0,14,5,5,9,3,3,3,4,9,5
13,8,2,7,4,4,9,10,1,2,8,2,13,11,11,8,6
8,14,9,11,2,6,13,13,0,4,1,10,7,3,10,3,7
9,1,13,5,6,0,15,12,4,0,13,12,5,1,15,0,8
0,15,13,3,11,5,3,12,4,15,13,4,7,11,2,14,9
5,3,0,4,7,11,12,6,11,4,7,10,4,6,11,11,10
4,10,10,9,4,5,15,13,10,2,6,4,8,13,9,5,11
8,10,2,10,12,4,13,6,15,13,3,9,0,13,7,3,12
14,4,5,9,12,7,12,2,7,1,11,1,11,13,6,1,13
8,0,14,13,15,11,7,7,0,13,3,8,1,15,12,14,14
10,11,9,11,10,5,15,15,2,3,11,10,0,0,9,10,15
0,7,8,1,14,13,14,13,14,12,4,6,6,7,6,0,16
10,15,12,13,4,1,7,12,12,5,0,15,15,12,10,15,17
11,2,13,5,5,7,3,10,10,7,8,12,5,8,10,12,18
12,4,13,0,3,13,15,11,14,9,2,12,9,11,5,15,19
0,4,5,5,15,0,3,0,3,6,7,1,6,11,10,9,20
3,4,10,7,13,9,3,8,14,2,2,1,15,11,0,1,21
5,15,2,6,8,14,7,7,7,0,13,4,15,10,14,2,22
7,8,3,11,10,8,3,8,4,9,7,7,6,6,2,9,23
14,8,15,14,3,0,11,0,12,6,12,8,8,15,14,3,24
8,10,0,11,12,9,4,0,2,6,11,8,10,6,11,14,25
13,0,14,13,12,11,7,6,13,2,4,13,11,5,11,14,26
2,5,6,0,15,1,8,10,14,10,0,5,14,3,10,13,27
15,14,4,9,6,2,13,3,5,1,8,5,5,7,11,6,28
8,10,8,8,1,0,3,1,4,3,4,0,7,5,7,12,29
11,10,4,3,0,10,6,7,0,3,7,11,4,10,14,2,30
13,11,4,12,9,1,13,8,6,11,9,1,6,2,15,13,31
11,3,11,15,0,15,1,3,7,7,4,3,11,14,3,7,32
8,8,6,6,15,2,7,8,11,1,9,2,12,12,3,4,33
12,8,15,13,10,11,13,5,15,0,4,0,12,3,14,15,34
2,14,14,2,12,4,2,2,12,14,8,7,8,9,13,10,35
10,3,13,7,9,0,6,15,11,0,3,14,10,2,10,11,36
8,4,4,1,14,8,2,9,2,14,12,13,10,11,3,7,37
6,5,1,13,0,12,8,14,11,2,2,9,15,1,7,11,38
11,11,9,12,15,12,14,5,13,15,5,4,7,9,3,6,39
8,7,10,4,9,10,7,15,1,7,9,3,0,8,10,11,40
4,5,8,11,1,1,1,2,9,0,10,5,10,14,4,7,41
12,7,4,9,4,8,7,8,0,9,13,14,5,3,5,15,42
1,6,5,0,9,8,1,15,7,4,11,10,3,3,8,8,43
13,1,5,11,13,8,9,13,13,5,8,11,4,4,13,14,44
1,5,0,14,14,1,12,1,2,3,3,14,13,15,6,14,45
2,6,5,0,4,6,0,6,13,10,9,14,5,15,11,7,46
14,5,11,4,7,9,4,3,5,1,1,14,10,12,1,0,47
9,13,5,14,6,4,7,14,10,5,8,1,3,8,12,15,48
1,8,0,13,15,6,14,6,0,14,12,13,7,15,7,13,49
0,4,13,1,11,1,2,2,11,4,5,8,12,0,11,13,50
12,2,7,12,2,8,0,13,14,8,9,15,8,4,10,13,51
10,15,5,4,15,7,4,10,15,4,0,13,4,14,7,1,52
5,15,0,9,6,1,11,15,4,7,5,11,5,3,15,9,53
8,4,4,10,11,3,6,10,4,2,6,8,5,13,3,2,54
15,3,14,6,15,2,15,7,10,6,2,8,11,7,1,10,55
0,4,13,3,13,5,9,8,9,7,8,6,2,6,6,14,56
11,7,14,0,4,5,14,15,9,3,9,8,9,4,14,9,57
6,4,7,14,2,2,0,6,10,8,5,14,15,11,2,7,58
2,12,10,11,14,12,6,14,8,7,10,7,9,8,1,3,59
7,10,0,13,4,15,7,13,5,3,5,8,2,8,15,5,60
10,11,3,9,1,8,1,9,12,2,15,3,1,4,12,0,61
10,3,0,10,6,12,15,11,9,12,10,10,4,5,13,12,62
10,5,1,0,9,13,12,0,10,9,7,1,11,3,14,5,63
13,6,11,0,7,6,6,12,0,9,6,8,4,12,7,1,0
8,15,10,15,0,9,9,11,1,2,15,13,8,8,8,15,1
9,1,0,15,1,5,12,6,8,7,0,10,10,0,7,5,2
3,6,11,5,12,12,7,2,5,5,15,8,8,15,5,10,3
7,6,13,3,4,4,8,15,2,6,4,11,15,3,13,2,4
5,6,3,13,12,8,0,14,5,8,9,3,3,0,3,12,5
12,9,2,6,2,2,4,10,4,1,6,3,13,12,11,11,6
9,15,7,11,15,5,11,13,0,4,4,8,10,3,12,3,7
11,1,10,3,5,1,13,10,4,2,12,13,2,1,15,15,8
15,15,13,3,12,8,3,13,3,13,13,6,7,9,3,1,9
5,5,14,4,7,12,12,6,11,3,7,9,3,2,10,11,10
4,9,8,11,4,3,13,14,10,1,6,2,8,15,11,9,11
6,10,2,9,11,3,13,3,15,12,12,14,14,12,5,2,12
13,4,7,8,11,8,10,2,5,4,12,4,11,12,6,14,13
8,1,14,0,14,11,9,6,1,12,2,9,1,0,12,10,14
8,13,9,12,13,4,15,3,2,3,13,9,0,1,10,7,15
1,8,9,15,2,13,0,8,1,10,4,9,7,6,7,14,16
8,15,10,12,5,1,7,15,10,3,15,15,14,14,9,0,17
11,3,13,6,5,5,3,9,12,7,7,13,7,8,11,11,18
14,1,0,2,2,15,0,12,15,6,6,15,8,13,4,1,19
0,6,8,6,15,2,5,0,7,5,8,5,6,10,9,8,20
4,2,11,7,12,7,4,8,11,1,3,15,13,9,0,4,21
4,14,2,6,6,14,6,7,8,4,0,6,1,11,15,0,22
11,8,6,11,10,10,5,3,4,12,6,7,3,6,2,11,23
9,7,3,14,3,0,11,1,11,9,9,5,5,13,0,2,24
9,11,0,11,13,11,4,0,2,8,9,10,4,5,10,14,25
13,14,13,11,12,13,7,5,14,0,4,13,11,4,9,0,26
5,5,6,0,15,0,8,8,15,7,14,4,13,2,11,13,27
1,13,4,7,7,3,11,2,2,1,11,7,2,9,10,7,28
8,10,4,7,2,2,2,14,5,4,4,14,5,6,7,13,29
9,12,4,3,0,10,7,8,2,5,10,14,2,10,13,1,30
11,12,4,13,7,4,15,8,5,0,9,1,5,1,15,10,31
13,4,11,14,0,14,3,6,8,7,4,8,8,14,4,5,32
8,8,5,6,0,13,8,6,9,3,9,4,11,14,3,4,33
10,10,15,12,9,11,14,9,15,15,4,14,12,3,14,12,34
3,10,0,1,12,5,2,2,11,15,10,10,7,9,12,11,35
13,2,14,6,9,0,6,0,11,15,3,14,9,1,12,11,36
8,1,3,1,14,10,2,8,3,14,9,0,8,11,1,7,37
6,4,2,9,2,12,8,0,12,5,4,10,14,3,7,12,38
13,11,7,11,15,11,14,5,13,15,5,4,9,10,5,4,39
8,7,9,4,10,10,7,14,1,8,13,7,3,7,6,12,40
3,3,8,9,2,15,15,2,10,15,12,5,8,14,5,4,41
15,9,0,12,4,5,7,8,14,8,14,1,5,5,1,1,42
14,6,6,1,8,7,1,14,9,2,11,10,3,5,7,7,43
13,1,5,13,13,4,9,11,14,6,8,9,3,6,11,13,44
1,3,2,13,15,0,12,1,1,4,3,12,12,15,7,14,45
2,9,5,15,6,5,1,4,13,10,9,15,6,13,14,8,46
14,5,11,3,8,9,6,14,4,1,2,15,10,12,0,15,47
10,12,5,14,6,6,7,13,8,4,9,1,5,6,10,2,48
1,11,0,12,15,6,12,6,15,2,11,12,5,14,5,1,49
0,5,11,5,4,1,1,1,11,4,2,6,13,0,12,0,50
13,1,7,12,3,8,0,14,9,9,8,14,9,5,8,13,51
10,0,5,0,2,8,2,12,0,7,15,13,3,0,6,0,52
4,0,0,11,6,3,10,1,3,8,5,8,2,4,15,9,53
4,5,5,9,14,3,4,12,1,3,7,7,5,13,4,2,54
15,1,0,8,14,1,0,5,5,7,2,8,13,7,0,10,55
0,1,11,4,14,3,10,8,8,9,8,9,1,8,8,14,56
11,7,14,14,4,9,15,14,8,3,10,10,10,0,13,9,57
3,4,6,14,1,1,12,4,11,7,2,13,1,11,14,8,58
4,11,8,12,15,13,4,14,10,8,8,6,9,8,2,1,59
9,10,2,13,4,11,10,14,6,7,3,6,3,7,15,6,60
14,13,1,9,5,8,4,10,15,4,15,3,1,4,14,0,61
10,3,0,9,4,15,0,9,8,13,11,11,1,5,10,12,62
10,6,1,0,10,9,15,2,14,7,4,2,10,3,0,8,63
12,5,10,2,6,6,6,12,0,11,5,8,3,14,8,0,0
6,4,13,13,0,9,11,8,4,2,0,11,8,7,12,12,1
6,0,1,13,2,5,11,11,15,8,1,11,5,2,10,3,2
5,8,12,6,13,10,8,5,7,7,2,8,8,15,6,12,3
8,5,13,3,1,5,8,15,2,7,3,10,13,3,14,1,4
8,6,5,12,13,5,3,14,6,5,9,3,3,1,5,13,5
13,6,2,9,2,2,6,10,3,1,7,2,12,12,11,11,6
5,15,9,9,0,5,14,12,3,6,1,12,10,3,11,1,7
9,1,13,6,6,3,15,9,3,4,9,12,3,2,15,0,8
0,15,13,1,13,8,3,11,1,0,11,6,7,10,0,0,9
4,4,0,4,7,11,12,6,12,1,8,11,5,2,11,10,10
1,8,10,11,5,4,15,13,10,1,6,4,8,12,10,6,11
8,10,2,8,11,4,12,6,0,13,13,9,14,12,4,4,12
1,4,7,10,12,6,14,4,7,1,11,1,11,12,6,15,13
7,0,15,0,11,11,8,6,0,13,4,9,1,0,12,11,14
10,0,11,8,11,5,15,15,3,5,10,13,13,3,10,7,15
15,8,8,1,14,11,14,9,0,11,5,6,6,4,6,15,16
11,15,12,12,3,1,9,0,10,5,0,15,14,12,13,15,17
10,3,0,5,5,4,5,9,10,6,8,12,5,10,10,12,18
15,5,14,1,4,1,1,13,3,8,9,14,9,12,5,1,19
0,5,4,6,13,1,3,0,5,8,7,3,5,10,8,6,20
5,3,11,7,9,10,6,10,12,6,4,15,15,11,3,0,21
5,14,2,6,6,14,6,7,8,0,2,5,1,11,12,3,22
12,10,3,13,13,6,3,5,4,13,6,8,5,6,2,8,23
9,9,1,14,5,14,11,0,11,8,11,6,7,14,14,2,24
8,13,0,12,15,9,4,15,2,8,12,11,7,4,10,15,25
14,14,14,11,12,12,8,7,13,0,5,15,10,7,11,14,26
3,6,4,0,15,0,7,9,14,7,15,7,13,3,10,14,27
15,0,4,5,6,3,11,3,3,5,10,8,3,9,10,8,28
7,9,5,8,2,3,2,1,6,3,4,14,7,4,7,12,29
11,10,3,3,0,10,4,8,2,4,7,10,3,11,13,6,30
13,11,6,12,8,2,13,8,7,13,8,1,5,15,0,13,31
13,6,11,14,13,12,2,3,8,7,4,8,9,14,0,6,32
7,9,6,4,0,14,7,4,11,2,9,4,12,14,3,3,33
9,11,13,12,11,12,0,7,15,1,4,0,8,2,13,14,34
5,11,0,14,11,5,2,15,12,9,10,7,7,8,10,12,35
8,4,13,6,10,14,6,14,12,2,2,14,7,1,13,11,36
8,1,3,1,14,7,0,6,0,14,8,15,8,12,3,10,37
6,4,2,10,5,12,9,1,12,1,7,9,15,2,4,11,38
11,13,8,10,15,12,14,5,13,0,5,6,11,6,3,4,39
9,7,10,5,10,11,9,11,3,7,12,5,1,11,7,14,40
2,6,9,8,4,1,14,2,10,14,13,6,5,13,2,5,41
15,6,0,10,4,8,9,8,15,12,15,14,2,5,3,14,42
14,5,6,4,9,7,0,15,8,4,12,9,3,5,7,9,43
13,0,5,14,15,4,9,12,14,6,6,8,4,5,10,13,44
1,3,0,14,14,0,7,1,2,3,3,13,13,14,8,14,45
0,9,5,2,8,6,14,9,13,11,9,14,3,0,12,7,46
15,7,12,3,6,8,5,14,8,1,0,1,11,11,1,1,47
9,13,7,15,6,5,9,14,13,4,9,15,6,6,11,2,48
2,10,2,13,13,6,11,7,0,0,9,14,6,13,5,15,49
15,3,11,5,4,1,1,1,12,2,2,9,15,0,11,13,50
12,4,7,13,2,8,0,12,13,6,8,1,9,1,10,14,51
10,0,5,3,2,6,4,11,0,4,14,13,5,14,7,1,52
5,15,15,11,6,4,13,1,1,7,7,10,7,3,13,9,53
8,5,4,10,13,3,5,11,2,3,7,9,4,13,1,2,54
15,2,1,6,0,2,0,7,10,7,2,10,10,6,0,10,55
0,13,15,1,15,3,10,10,10,10,7,11,14,10,5,0,56
11,5,13,0,5,7,14,14,7,3,9,10,9,0,14,9,57
5,8,10,14,1,3,13,6,8,6,3,15,0,13,13,9,58
15,0,8,11,15,13,8,14,10,6,10,6,9,6,2,1,59
8,11,15,13,4,14,8,12,7,7,5,4,2,7,13,6,60
12,13,3,11,5,7,0,9,14,4,14,2,15,4,13,15,61
10,3,15,10,3,1,0,9,12,12,10,12,3,6,12,12,62
9,3,1,14,9,10,15,3,15,7,6,4,9,3,0,6,63
15,9,14,14,7,8,7,12,0,9,3,7,2,10,8,15,0
6,4,12,13,0,9,9,8,3,2,0,9,8,7,9,14,1
9,1,2,11,2,6,15,10,12,6,14,10,8,2,9,5,2
3,6,12,5,13,8,10,5,7,6,15,9,8,15,5,12,3
7,5,12,6,3,4,10,15,0,7,0,11,3,3,13,2,4
7,7,5,15,11,6,1,14,6,6,9,5,5,15,4,11,5
13,9,1,6,5,2,8,10,0,2,7,0,13,11,9,11,6
7,15,9,11,0,4,14,9,1,5,2,10,8,5,10,6,7
10,2,13,9,5,3,14,10,4,2,12,11,1,2,15,0,8
14,14,13,3,14,6,6,12,4,14,11,6,6,11,2,1,9
5,3,14,3,7,14,10,6,12,2,6,11,4,1,11,12,10
3,8,11,10,7,7,14,14,12,0,5,4,8,13,10,7,11
12,6,2,9,13,6,15,6,1,13,13,12,0,12,4,3,12
14,2,2,10,13,9,15,4,5,1,9,15,11,13,7,2,13
9,1,15,0,11,11,6,4,0,12,6,9,2,0,13,10,14
10,12,8,11,12,5,14,15,14,1,12,10,0,1,10,5,15
0,8,11,3,15,13,12,9,15,11,5,5,6,6,6,0,16
13,15,10,12,4,2,8,1,9,3,0,15,15,13,10,12,17
11,3,14,6,5,5,3,8,10,7,5,13,4,9,9,10,18
15,6,0,1,3,2,1,12,14,6,4,15,8,13,5,14,19
0,6,5,4,0,1,4,0,4,6,7,3,6,10,9,8,20
4,2,7,6,14,9,5,10,12,4,3,0,15,8,1,2,21
7,14,3,4,7,14,7,7,8,0,1,4,4,13,13,2,22
10,7,3,6,10,8,1,5,5,10,7,7,5,6,2,10,23
11,8,3,14,3,14,11,1,10,8,11,6,8,11,13,4,24
9,9,0,12,15,9,3,15,15,8,11,10,7,7,10,14,25
14,14,14,11,10,12,7,6,14,0,5,13,11,7,12,13,26
