12,14,7,6,0,3,3,6,46
4,3,1,11,1,4,3,7,47
8,9,4,8,6,5,0,9,48
2,7,8,11,7,9,9,2,49
7,6,6,5,10,10,12,0,50
14,9,1,5,5,1,10,9,51
12,15,10,7,0,2,2,6,52
11,6,15,0,4,15,8,7,53
14,2,14,0,6,13,7,13,54
15,2,4,12,12,0,5,2,55
14,8,13,4,8,11,10,1,56
5,11,4,6,13,3,8,12,57
0,3,1,0,14,12,11,11,58
11,7,0,5,1,0,15,3,59
0,3,1,2,5,3,8,2,60
6,14,10,1,9,3,7,14,61
0,4,12,13,14,15,8,1,62
10,8,8,15,7,11,3,3,63
2,4,4,11,11,9,2,8,0
7,13,14,3,14,6,8,5,1
3,8,1,15,0,13,14,0,2
10,0,7,2,4,8,2,1,3
6,2,15,9,5,11,2,3,4
14,13,1,7,8,2,12,11,5
4,7,12,7,8,11,4,14,6
14,8,8,7,9,1,6,2,7
0,4,2,7,1,4,1,11,8
7,5,8,14,10,15,9,8,9
10,11,3,12,3,7,10,6,10
7,15,1,4,3,15,14,14,11
7,0,5,9,0,11,12,5,12
0,1,0,5,1,6,2,2,13
11,9,7,1,7,0,5,11,14
1,7,3,8,6,2,6,3,15
3,14,3,6,4,13,0,13,16
5,15,9,14,5,11,0,15,17
6,3,2,10,5,3,7,6,18
2,9,9,14,4,10,0,1,19
8,12,0,8,2,14,8,9,20
10,1,7,8,14,12,14,12,21
5,7,0,1,13,9,14,13,22
7,10,6,0,1,3,4,2,23
4,8,4,7,7,8,0,7,24
8,2,7,2,8,15,15,11,25
4,9,4,5,1,10,13,11,26
10,2,0,9,12,1,6,4,27
13,12,8,6,12,2,6,3,28
7,4,6,10,14,11,9,0,29
15,10,13,8,9,3,15,7,30
10,15,0,0,1,6,4,11,31
9,12,11,10,7,15,11,1,32
10,7,4,0,5,10,5,11,33
0,12,8,8,1,8,4,12,34
7,3,12,11,10,12,13,8,35
6,6,0,5,6,11,0,3,36
13,2,15,10,2,9,6,8,37
2,8,6,11,10,9,10,1,38
9,5,0,3,9,5,8,11,39
9,13,14,12,2,8,9,4,40
4,15,11,13,10,12,4,0,41
4,15,6,14,12,13,6,3,42
14,6,8,2,11,14,15,2,43
4,3,12,14,4,15,14,15,44
0,8,2,4,9,3,15,6,45
14,14,11,8,0,6,6,3,46
3,3,15,13,1,3,2,3,47
8,11,4,6,3,4,0,7,48
15,8,11,14,8,9,8,3,49
8,6,6,4,9,8,0,14,50
14,9,15,5,3,1,9,9,51
12,0,10,5,1,6,1,3,52
10,5,15,0,5,15,9,12,53
0,3,13,3,7,13,5,15,54
15,3,5,12,13,3,8,3,55
12,8,14,6,7,11,11,3,56
4,13,4,7,15,3,10,12,57
15,5,2,13,13,11,10,9,58
12,6,1,4,3,0,1,1,59
0,2,1,0,5,1,6,4,60
7,0,10,2,9,4,7,4,61
3,5,14,0,11,0,3,1,62
10,8,12,14,7,10,3,3,63
2,4,6,13,11,10,15,7,0
6,13,14,2,15,5,8,6,1
3,5,0,0,14,12,15,14,2
8,0,6,5,5,9,2,2,3
2,2,13,6,6,12,1,2,4
15,11,0,8,7,2,11,13,5
8,6,13,5,3,15,4,0,6
14,7,7,2,9,1,8,3,7
2,3,4,9,1,4,1,12,8
7,5,8,0,10,14,10,10,9
6,10,4,13,1,4,11,6,10
7,15,1,3,4,14,14,11,11
7,3,6,9,11,15,10,2,12
0,6,2,10,1,7,4,15,13
15,9,9,15,8,2,5,12,14
0,7,2,9,6,3,7,3,15
4,14,0,6,5,8,14,14,16
2,0,8,13,5,9,2,0,17
3,3,5,9,6,3,8,9,18
3,8,8,14,4,10,15,1,19
11,12,0,7,2,15,8,9,20
9,2,10,9,14,10,14,12,21
6,5,1,1,12,9,14,12,22
7,7,6,13,15,2,3,1,23
4,13,4,8,6,10,2,5,24
11,2,7,0,8,15,13,10,25
2,9,5,4,0,9,11,5,26
7,14,2,11,7,1,7,6,27
13,13,11,4,11,1,6,3,28
7,1,6,10,14,11,11,2,29
1,12,12,8,8,3,3,6,30
7,11,1,1,1,4,3,13,31
9,12,10,10,7,0,10,2,32
10,9,3,15,5,7,5,11,33
0,12,13,8,0,9,7,9,34
7,4,12,11,11,10,13,9,35
2,3,14,5,8,12,14,3,36
12,4,14,7,2,10,7,7,37
15,8,5,5,10,4,10,15,38
11,7,2,7,10,5,10,0,39
11,14,14,13,1,7,7,3,40
6,0,8,11,8,8,4,15,41
3,13,5,13,12,8,6,2,42
14,7,7,3,13,15,1,5,43
4,3,13,12,4,13,13,15,44
0,6,3,3,8,6,15,6,45
12,13,10,7,15,3,5,9,46
4,2,1,10,15,2,1,6,47
7,10,4,6,8,6,0,8,48
2,8,11,10,8,9,9,2,49
6,6,5,3,11,7,1,14,50
14,9,2,4,7,0,11,8,51
11,2,8,8,0,2,15,5,52
11,4,15,0,4,14,10,7,53
0,1,13,1,6,13,8,0,54
1,1,4,12,14,3,6,1,55
13,11,13,2,7,12,12,1,56
4,13,4,6,12,4,10,11,57
2,5,15,0,14,11,11,11,58
11,10,0,3,5,0,13,3,59
2,3,15,0,5,2,8,5,60
9,2,9,3,9,4,7,3,61
5,4,13,15,13,2,4,3,62
10,8,11,15,6,10,2,3,63
1,5,7,13,11,9,15,4,0
8,12,15,3,12,4,8,6,1
3,7,0,15,0,13,14,15,2
10,13,5,4,5,7,2,0,3
4,15,15,8,5,11,1,3,4
15,9,1,10,8,3,10,12,5
5,6,13,7,7,14,4,15,6
15,7,7,8,6,3,7,3,7
15,2,4,7,15,3,3,10,8
7,5,9,14,9,14,9,8,9
8,9,3,12,3,5,11,5,10
7,0,1,4,1,13,14,13,11
7,2,7,8,11,15,11,7,12
3,4,2,8,15,6,6,1,13
11,7,10,0,8,1,2,11,14
6,7,4,9,8,4,6,2,15
2,12,3,5,3,10,13,13,16
5,0,8,13,5,7,3,12,17
4,5,5,10,7,3,9,9,18
14,9,6,15,2,10,0,1,19
8,12,1,6,0,15,7,9,20
9,1,12,9,15,12,13,14,21
8,7,3,3,13,10,1,11,22
6,10,9,13,15,4,5,6,23
5,12,4,9,7,8,1,7,24
9,2,7,1,7,0,12,13,25
5,9,4,6,1,10,12,7,26
8,0,0,8,11,1,7,5,27
13,14,10,6,11,1,8,4,28
10,2,5,11,0,11,9,0,29
2,9,11,10,9,3,1,7,30
10,2,0,0,3,6,7,14,31
9,11,10,6,7,15,12,4,32
11,8,15,14,4,6,5,12,33
0,11,11,7,1,11,8,9,34
7,3,11,10,12,10,12,6,35
6,5,0,5,7,11,0,2,36
12,3,12,9,3,9,4,10,37
0,8,2,8,12,6,9,15,38
8,6,2,2,8,5,8,1,39
10,14,12,12,1,6,8,4,40
5,15,9,12,9,10,5,13,41
5,14,7,14,12,10,9,3,42
14,8,8,1,15,14,0,3,43
5,4,15,14,8,15,15,14,44
15,6,2,3,8,5,15,10,45
11,13,9,7,1,4,7,7,46
5,3,3,11,2,3,2,5,47
8,10,4,5,8,5,0,5,48
2,7,12,10,11,9,8,1,49
9,8,6,2,12,7,0,14,50
0,9,1,5,6,13,12,11,51
11,15,11,6,2,3,0,4,52
10,6,14,15,4,15,8,9,53
1,3,14,1,7,14,7,15,54
15,2,6,14,14,2,4,2,55
11,8,13,4,9,12,9,4,56
2,11,5,6,15,4,10,12,57
4,3,15,0,1,12,10,9,58
13,8,0,5,3,0,15,2,59
14,5,3,0,7,2,9,0,60
6,1,10,0,8,5,8,13,61
4,7,12,13,12,15,6,1,62
10,8,11,14,7,10,3,3,63
2,5,5,15,11,10,14,7,0
7,15,0,4,11,3,10,6,1
2,8,14,3,1,11,3,15,2
10,1,6,5,5,8,2,2,3
3,1,15,6,8,11,1,4,4
13,9,0,6,7,3,11,12,5
7,7,13,7,8,12,5,1,6
14,7,6,5,9,1,10,2,7
0,3,4,9,0,4,3,9,8
7,5,6,15,10,15,7,8,9
7,10,5,15,1,2,10,8,10
5,13,1,5,3,14,14,15,11
8,0,6,8,13,15,10,5,12
0,6,2,9,0,6,0,0,13
13,10,12,15,6,1,2,13,14
2,7,2,6,6,4,7,3,15
4,13,0,6,4,10,14,13,16
6,0,10,12,5,9,0,15,17
2,2,3,10,5,3,5,10,18
0,10,8,15,3,11,0,0,19
10,12,1,4,3,15,9,9,20
7,1,11,8,0,12,14,12,21
5,7,2,1,14,9,14,11,22
7,9,7,13,15,4,4,3,23
7,12,4,9,7,8,1,6,24
9,1,7,15,6,15,14,13,25
4,9,4,6,1,10,13,8,26
6,0,0,9,13,3,6,7,27
13,13,10,6,11,3,9,3,28
7,2,6,10,0,9,9,2,29
14,6,11,8,8,3,0,8,30
9,1,15,2,2,3,4,12,31
6,12,11,12,7,15,11,14,32
10,11,2,15,5,7,5,10,33
3,12,12,8,2,8,6,10,34
6,2,12,11,12,10,13,5,35
3,4,0,4,9,11,14,3,36
12,3,14,9,2,9,3,9,37
0,7,5,9,11,5,9,13,38
8,6,3,6,8,3,9,12,39
8,14,14,12,1,9,6,2,40
3,15,9,14,11,12,5,15,41
2,14,6,13,12,10,4,0,42
13,10,8,3,13,14,0,3,43
5,5,12,14,3,15,14,1,44
14,6,1,4,8,4,15,6,45
12,13,8,8,0,3,10,6,46
5,5,1,10,14,3,2,7,47
7,10,5,8,7,5,0,6,48
2,7,12,11,9,9,8,1,49
5,6,6,6,10,6,15,15,50
14,9,1,3,5,2,8,8,51
11,2,10,7,15,2,2,5,52
9,4,15,15,4,15,9,8,53
14,0,12,1,5,14,6,4,54
14,2,4,11,12,3,8,2,55
12,7,13,3,9,10,9,4,56
4,13,3,7,15,3,10,10,57
0,2,4,5,15,13,11,10,58
10,10,0,8,3,1,15,2,59
0,1,1,0,7,2,9,2,60
8,1,10,2,10,4,8,15,61
4,6,11,15,13,15,6,2,62
10,6,15,15,7,11,4,6,63
15,4,7,10,10,10,15,5,0
7,11,2,3,11,4,7,5,1
1,10,1,1,0,14,0,15,2
9,0,6,6,5,9,4,1,3
6,2,0,7,8,14,14,1,4
14,9,15,10,11,3,10,12,5
6,7,15,7,7,14,5,0,6
14,5,6,4,4,14,6,2,7
15,5,2,10,1,4,2,12,8
6,4,8,14,10,0,7,6,9
10,10,5,12,3,5,8,7,10
8,15,1,4,5,13,15,14,11
5,13,6,10,14,15,11,8,12
14,6,1,8,11,6,2,3,13
13,12,9,1,8,1,1,12,14
4,8,2,9,6,4,6,4,15
4,13,3,3,6,10,2,12,16
4,1,8,14,5,9,3,2,17
4,2,3,10,5,2,8,9,18
1,11,9,14,6,11,14,2,19
9,13,0,7,2,2,11,7,20
10,1,10,11,14,12,0,12,21
5,9,2,1,13,8,12,13,22
8,9,7,14,15,3,3,4,23
5,10,4,8,8,8,2,7,24
7,1,7,1,7,3,14,7,25
5,8,4,5,0,7,12,9,26
7,0,2,9,11,0,8,5,27
10,14,9,3,12,0,9,3,28
8,2,6,10,0,11,9,15,29
0,10,12,9,8,2,2,7,30
10,2,14,1,1,7,4,12,31
7,10,8,11,4,0,9,4,32
10,8,4,15,6,7,5,12,33
1,12,10,8,1,12,5,10,34
7,2,12,11,12,8,13,6,35
3,5,1,5,8,11,14,3,36
11,3,13,9,2,10,5,9,37
15,6,6,10,11,6,7,15,38
9,3,5,3,7,5,8,12,39
9,13,13,14,0,8,6,3,40
3,1,8,10,10,9,5,14,41
4,14,6,13,12,12,6,4,42
13,4,7,1,12,13,14,3,43
6,2,0,15,5,15,1,14,44
13,7,2,4,8,4,15,6,45
12,14,8,9,1,4,5,6,46
5,3,2,11,1,3,1,6,47
9,10,4,8,7,5,0,9,48
2,7,11,13,4,8,9,1,49
5,6,8,4,10,8,13,14,50
0,9,1,5,5,0,11,9,51
11,15,11,7,15,0,2,5,52
10,5,0,0,4,15,11,11,53
0,3,12,15,6,13,7,15,54
11,6,5,12,12,4,4,0,55
12,5,10,4,8,14,13,4,56
4,11,4,7,15,4,10,13,57
2,3,0,0,14,10,8,10,58
10,9,0,4,3,14,15,3,59
0,3,15,15,5,0,8,2,60
10,1,10,1,10,5,8,15,61
4,5,14,14,13,0,6,1,62
9,7,11,1,7,13,2,2,63
15,6,8,13,11,10,14,8,0
7,15,0,3,14,4,8,6,1
2,7,1,0,0,11,14,13,2
7,0,6,3,5,10,2,13,3
1,0,15,9,6,13,1,4,4
11,7,14,6,8,3,11,12,5
4,9,13,9,7,13,3,1,6
15,9,7,5,6,1,7,3,7
1,2,4,7,1,4,3,7,8
7,5,8,14,10,15,10,8,9
11,12,2,12,4,6,12,6,10
7,15,1,4,1,13,14,14,11
8,1,7,9,12,15,10,3,12
0,4,3,6,15,9,2,0,13
12,7,11,15,8,1,2,13,14
2,7,4,12,6,2,6,5,15
4,12,1,7,6,8,13,0,16
5,1,9,14,6,9,1,0,17
3,5,1,10,6,2,8,9,18
0,6,6,0,3,9,0,3,19
10,13,0,6,1,0,10,9,20
11,15,8,8,14,12,15,11,21
5,10,4,1,13,9,14,12,22
6,9,8,9,0,3,3,3,23
5,13,3,10,6,8,0,7,24
9,2,8,1,6,0,13,12,25
4,8,4,4,1,8,12,9,26
9,0,0,12,11,0,5,4,27
12,12,11,9,12,1,8,5,28
9,0,8,9,1,11,10,0,29
15,10,12,8,6,3,1,7,30
11,3,14,2,0,8,4,12,31
8,11,8,10,6,15,10,3,32
10,8,3,14,6,5,7,11,33
0,11,14,10,1,9,6,9,34
5,2,11,9,9,10,13,8,35
2,5,0,7,10,12,1,3,36
11,2,14,9,2,14,5,10,37
0,9,5,9,11,4,7,1,38
9,5,4,4,8,5,9,12,39
9,13,14,12,1,7,6,2,40
3,0,8,11,12,11,5,15,41
4,12,4,15,11,10,3,3,42
13,5,7,2,10,14,0,4,43
5,1,13,14,5,0,15,1,44
14,7,2,3,8,2,12,6,45
13,12,10,10,15,3,5,5,46
2,2,1,11,15,3,3,6,47
5,9,6,8,6,4,0,5,48
15,5,13,12,7,9,9,0,49
8,7,6,4,10,5,1,14,50
13,9,2,4,3,14,12,9,51
10,15,10,7,12,3,0,5,52
10,6,14,1,3,15,8,9,53
14,6,12,1,6,15,6,0,54
0,0,5,12,14,3,7,4,55
11,11,13,3,9,11,8,4,56
4,11,0,4,13,4,11,12,57
1,3,1,0,14,12,11,10,58
12,8,15,5,4,15,15,4,59
15,4,15,14,8,1,8,4,60
9,2,11,1,9,2,7,1,61
7,5,12,0,15,1,6,2,62
10,9,12,1,7,11,3,3,63
2,6,7,13,11,10,13,6,0
3,13,0,5,10,6,6,5,1
3,9,0,2,0,13,15,15,2
12,1,6,3,5,10,0,4,3
4,2,14,8,6,12,0,2,4
13,9,1,8,10,1,11,12,5
5,5,12,9,5,14,4,14,6
14,9,8,7,7,1,9,2,7
14,3,5,5,4,8,6,10,8
9,5,9,12,10,15,9,9,9
10,10,3,10,1,5,10,4,10
7,15,14,4,5,13,14,14,11
7,0,6,9,11,15,9,3,12
0,4,3,6,14,6,2,1,13
14,9,10,0,7,1,3,13,14
2,7,3,8,7,4,7,4,15
4,11,1,7,6,11,14,12,16
5,1,8,11,5,11,0,14,17
2,2,4,8,5,3,8,6,18
15,8,8,14,5,12,0,4,19
7,11,15,4,2,2,9,9,20
11,15,11,8,11,13,14,15,21
6,7,0,0,13,10,14,15,22
6,10,7,12,1,4,2,4,23
6,9,4,8,8,8,14,7,24
9,0,8,1,7,15,13,11,25
2,10,4,4,3,10,11,9,26
6,0,0,9,12,0,4,5,27
10,13,11,6,12,0,7,0,28
8,2,6,9,2,10,9,0,29
15,11,12,9,11,3,15,7,30
8,0,0,15,1,4,4,11,31
9,12,5,13,10,1,10,2,32
9,6,2,0,6,6,5,11,33
0,13,11,11,1,9,5,8,34
7,3,13,12,12,10,14,10,35
2,4,2,5,9,9,14,3,36
15,3,13,6,2,10,4,9,37
2,8,6,9,11,5,8,15,38
9,6,3,3,4,5,6,12,39
10,12,14,12,1,10,6,2,40
4,15,8,9,9,13,5,14,41
4,13,5,13,13,11,2,2,42
12,7,6,2,13,15,1,2,43
4,4,14,13,3,0,12,0,44
15,6,3,3,10,1,15,6,45
12,13,7,7,15,2,4,6,46
4,4,2,11,1,5,1,6,47
8,11,4,10,5,5,0,7,48
0,6,12,10,10,7,10,2,49
8,4,5,4,10,6,15,15,50
14,9,3,4,3,1,6,7,51
12,15,10,7,15,4,2,6,52
10,5,14,0,4,15,5,11,53
1,4,14,0,5,13,6,0,54
15,1,2,9,14,5,8,2,55
13,9,13,3,7,10,11,4,56
3,11,5,4,14,3,11,12,57
0,5,0,0,14,12,9,9,58
12,8,0,6,2,14,15,3,59
15,4,1,0,5,4,8,2,60
8,1,11,1,8,5,6,14,61
5,5,13,14,12,0,7,1,62
10,7,10,0,9,10,3,4,63
3,4,5,13,11,11,13,6,0
9,14,0,1,11,1,8,7,1
3,7,1,1,0,13,15,15,2
11,15,6,4,5,9,3,15,3
4,5,12,9,6,13,15,6,4
13,8,1,9,7,1,11,11,5
5,5,13,8,6,14,4,0,6
14,7,9,7,4,4,7,4,7
0,3,3,4,2,4,3,7,8
9,5,8,14,9,15,10,9,9
9,10,3,0,2,5,10,6,10
5,0,1,4,4,13,0,14,11
9,15,6,9,13,0,12,7,12
0,4,1,7,14,6,1,1,13
15,9,9,15,8,1,1,13,14
2,7,2,9,6,4,5,4,15
6,14,4,5,4,9,15,14,16
6,0,11,12,4,9,1,0,17
4,3,4,10,7,3,6,9,18
0,7,9,14,4,10,15,0,19
10,12,1,5,3,15,11,10,20
10,2,11,8,13,10,14,12,21
6,7,1,2,13,9,14,14,22
6,10,7,11,15,3,4,3,23
5,13,4,9,10,9,2,7,24
10,2,4,2,8,14,14,11,25
5,8,6,5,15,10,12,9,26
8,15,0,10,12,2,5,4,27
11,12,10,2,12,2,9,4,28
7,2,7,10,1,10,10,0,29
1,10,15,7,5,1,3,6,30
9,1,0,2,4,5,3,12,31
6,14,10,10,6,15,11,14,32
9,8,2,12,7,7,5,10,33
0,12,11,8,1,7,7,10,34
8,3,12,11,10,7,13,8,35
1,5,1,4,8,10,14,5,36
12,4,15,7,1,10,5,11,37
0,7,5,9,11,6,10,0,38
9,4,3,2,9,4,7,12,39
10,11,14,8,1,8,8,2,40
3,15,8,10,11,12,6,14,41
4,12,3,12,10,12,6,4,42
13,10,10,1,14,12,13,2,43
3,4,13,14,5,15,15,1,44
14,5,3,3,7,4,0,7,45
12,0,7,9,14,1,6,7,46
4,3,1,11,1,3,1,6,47
10,9,4,5,6,5,4,7,48
2,7,10,11,8,8,9,1,49
7,5,4,5,10,7,3,12,50
14,10,2,5,5,2,10,9,51
11,15,10,5,15,1,1,5,52
10,6,15,15,2,0,9,7,53
14,3,13,3,6,11,7,1,54
15,2,6,11,13,0,8,2,55
12,8,13,4,7,8,10,2,56
4,11,3,6,0,7,13,12,57
15,6,1,0,14,12,10,7,58
11,7,0,4,3,15,14,3,59
0,4,1,14,8,1,8,3,60
8,0,10,2,9,5,8,1,61
3,2,14,14,13,14,6,2,62
9,8,9,14,6,10,2,2,63
2,6,7,15,12,10,14,6,0
9,14,0,5,12,4,8,7,1
3,8,2,0,0,15,14,13,2
11,1,7,5,7,8,2,15,3
3,2,15,8,6,12,15,2,4
14,9,2,8,9,2,11,12,5
0,6,13,7,2,15,5,15,6
14,7,10,6,6,1,8,3,7
0,2,3,7,3,4,3,10,8
11,3,9,1,9,15,7,8,9
11,9,4,11,3,5,12,6,10
7,0,0,3,3,0,15,13,11
6,0,6,7,13,1,11,6,12
0,4,3,7,13,5,2,4,13
13,5,10,13,3,3,3,12,14
3,7,2,11,6,4,5,3,15
4,13,1,5,4,8,15,14,16
5,1,9,13,4,8,2,0,17
4,3,4,10,5,3,9,11,18
0,9,7,15,0,9,14,2,19
10,11,1,6,0,15,10,8,20
10,2,9,4,14,11,15,13,21
8,11,3,1,13,8,13,14,22
4,9,7,13,15,1,4,3,23
5,12,1,9,5,6,1,7,24
8,1,6,1,7,15,13,12,25
8,10,4,6,1,10,12,7,26
7,0,15,10,10,2,5,2,27
11,11,9,6,12,2,7,3,28
7,3,5,9,0,12,9,15,29
0,10,14,7,6,3,1,7,30
10,2,15,1,3,6,5,12,31
10,0,10,10,7,13,7,0,32
11,9,3,1,4,7,7,13,33
0,13,14,9,1,10,6,11,34
9,1,14,11,10,10,13,8,35
3,5,1,5,8,11,14,3,36
12,6,14,10,4,12,5,9,37
0,5,5,9,13,5,10,15,38
9,5,3,1,8,5,8,12,39
10,12,13,12,2,8,8,2,40
2,1,6,12,10,12,4,15,41
4,14,5,13,8,10,6,2,42
0,5,8,1,12,14,0,4,43
3,2,12,14,5,15,11,13,44
15,5,1,3,6,3,14,5,45
12,14,7,7,0,3,6,5,46
4,3,15,11,2,3,2,7,47
7,11,3,9,5,5,13,9,48
2,7,11,11,8,9,9,1,49
6,6,4,2,11,8,13,14,50
14,7,3,5,5,0,11,11,51
11,0,9,10,0,4,15,5,52
10,5,15,14,4,15,7,9,53
0,3,12,15,8,13,7,1,54
12,3,5,13,14,3,6,2,55
10,9,13,2,6,11,10,4,56
3,11,3,9,15,4,11,11,57
0,3,15,15,14,12,9,9,58
10,8,0,2,4,1,12,3,59
0,4,1,15,3,3,7,3,60
8,1,11,2,10,4,7,13,61
5,4,15,2,14,1,5,0,62
11,7,10,0,8,9,1,6,63
4,3,7,10,11,8,13,8,0
8,13,15,3,13,4,8,6,1
4,7,0,15,0,11,15,1,2
9,0,6,4,7,10,2,2,3
5,3,15,9,7,11,1,2,4
14,9,1,9,6,1,10,11,5
5,6,0,7,6,12,6,0,6
14,5,9,7,8,1,7,1,7
2,4,3,8,15,2,4,10,8
7,6,8,14,10,15,10,10,9
9,9,3,12,3,6,9,6,10
7,15,1,4,3,14,14,0,11
7,13,6,9,13,15,11,3,12
2,4,1,5,15,5,3,1,13
12,10,12,15,8,3,3,11,14
2,7,4,10,7,5,6,2,15
5,12,2,4,4,14,14,13,16
5,0,9,14,4,9,4,0,17
4,3,4,12,6,2,9,9,18
1,8,8,13,7,10,15,2,19
12,11,3,6,1,15,9,7,20
9,0,9,10,15,11,14,12,21
5,8,0,1,12,9,14,12,22
6,11,7,0,0,4,4,4,23
5,12,4,9,5,8,0,6,24
10,2,6,2,6,14,13,11,25
3,10,3,8,2,10,13,8,26
7,1,0,10,11,15,6,5,27
12,12,10,5,12,3,9,3,28
7,1,6,11,15,9,10,14,29
1,10,11,8,8,1,15,10,30
10,2,0,2,1,5,6,12,31
9,12,10,12,5,1,9,15,32
9,8,3,15,3,9,5,11,33
1,13,12,8,1,10,6,8,34
6,0,13,11,10,8,12,8,35
2,2,1,6,8,8,12,5,36
11,2,13,9,2,10,5,9,37
0,8,6,10,11,6,9,13,38
8,5,3,3,8,5,9,15,39
9,13,13,13,0,7,7,2,40
4,0,9,10,13,13,5,15,41
4,13,5,14,11,10,9,3,42
13,7,8,1,13,14,15,3,43
1,5,13,14,4,14,12,0,44
14,4,1,3,6,4,15,7,45
11,13,8,6,15,2,4,7,46
4,3,0,9,2,1,3,7,47
7,9,3,8,7,4,15,7,48
2,7,11,11,6,9,8,0,49
7,2,6,4,9,7,0,1,50
14,11,5,5,6,0,11,11,51
11,15,13,7,14,3,14,5,52
10,6,1,0,4,15,8,9,53
2,0,14,1,6,13,9,15,54
15,2,5,12,13,3,7,0,55
11,10,12,4,7,12,10,5,56
3,10,5,7,14,3,10,12,57
0,3,0,0,14,12,9,12,58
12,5,0,6,3,0,1,0,59
0,4,1,13,5,2,8,2,60
8,1,10,1,9,3,8,15,61
2,4,14,15,13,0,8,2,62
9,9,11,0,6,10,1,4,63
2,4,8,13,11,11,15,6,0
7,12,14,2,14,3,8,5,1
3,6,0,0,1,13,13,15,2
10,0,6,3,6,10,3,1,3
6,2,14,8,6,11,2,3,4
14,10,5,6,8,2,11,12,5
4,6,13,8,6,13,4,15,6
14,7,8,4,7,1,6,2,7
2,3,4,7,2,6,2,9,8
